type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
street_lamp,12.978188,77.6378389,"{'direction': '176', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,"Indiranagar, Bangalore"
street_lamp,12.978188,77.6378389,"{'direction': '357', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,"Indiranagar, Bangalore"
street_lamp,12.9783699,77.6378289,"{'direction': '177', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,12th Cross Road,Bengaluru
street_lamp,12.9783699,77.6378289,"{'direction': '359', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,12th Cross Road,Bengaluru
surveillance,12.9784173,77.6405966,"{'camera:direction': '90', 'camera:mount': 'gantry', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,,Bengaluru
speed_camera,12.9783974,77.6405973,"{'camera:direction': '90', 'camera:mount': 'gantry', 'camera:type': 'fixed', 'highway': 'speed_camera', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,0,4,0.26,,Bengaluru
speed_camera,12.9784332,77.6405961,"{'camera:direction': '90', 'camera:mount': 'gantry', 'camera:type': 'fixed', 'highway': 'speed_camera', 'man_made': 'surveillance', 'surveillance': 'traffic_signals', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,0,2,0.38,,Bengaluru
speed_camera,12.978415,77.6405773,"{'camera:direction': '268', 'camera:mount': 'pole', 'camera:type': 'fixed', 'highway': 'speed_camera', 'man_made': 'surveillance', 'surveillance': 'maxspeed', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,0,4,0.26,,Bengaluru
street_lamp,12.9787372,77.6379499,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,12th Cross Road,Bengaluru
street_lamp,12.9785934,77.6379444,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,12th Cross Road,Bengaluru
street_lamp,12.979227,77.6407494,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,100 Feet Road,Bangalore
street_lamp,12.9787226,77.6407514,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,100 Feet Road,Bengaluru
street_lamp,12.9784497,77.6406333,"{'direction': '180', 'highway': 'street_lamp', 'lamp_type': 'LED', 'support': 'pole', 'visibility': 'visible'}",10,0,0,3,0.52,"CMH Road, 100 Feet Road, Indira Nagar II Stage, Hoysala Nagar, Indira Nagar",Bangalore
street_lamp,12.9784553,77.6406333,"{'direction': '0', 'highway': 'street_lamp', 'lamp_type': 'LED', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,"CMH Road, 100 Feet Road, Indira Nagar II Stage, Hoysala Nagar, Indira Nagar",Bangalore
street_lamp,12.9817182,77.639196,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,3,0.52,9th Cross,Bangalore
street_lamp,12.981968,77.6391786,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,4,0.46,2nd A Main,Bengaluru
street_lamp,12.9796568,77.63834,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,11th Cross,Bengaluru
street_lamp,12.9805234,77.6406686,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,100 Feet Road,Bengaluru
street_lamp,12.9785393,77.63886,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,0,0.7,10th Cross Road,Bengaluru
street_lamp,12.9786066,77.6383655,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'obstructed'}",10,0,0,1,0.64,11th Cross,Bengaluru
street_lamp,12.9788727,77.6383655,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,11th Cross Road,Bengaluru
street_lamp,12.9784715,77.6366598,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,Indiranagar Double Road,Bengaluru
street_lamp,12.9810039,77.6401428,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,6th Cross Road,Bengaluru
street_lamp,12.9813931,77.6401199,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,6th Cross Road,Bengaluru
street_lamp,12.9815872,77.6401319,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,6th Cross Road,Bengaluru
street_lamp,12.9807222,77.6392259,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,3,0.52,9th Cross Road,Bengaluru
street_lamp,12.9792202,77.6397617,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,0,0.7,7th Cross Road,Bengaluru
surveillance,12.9783328,77.6367153,"{'camera:direction': '227', 'camera:mount': 'pole', 'camera:type': 'fixed', 'direction': '267', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,Indiranagar Double Road,Bengaluru
street_lamp,12.978296,77.640632,"{'direction': '356', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.978296,77.640632,"{'direction': '178', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782777,77.6404058,"{'direction': '357', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.978275,77.6403906,"{'direction': '177', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782274,77.6393607,"{'direction': '1', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bangalore
street_lamp,12.9782274,77.6393607,"{'direction': '178', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bangalore
surveillance,12.9782182,77.6390383,"{'camera:type': 'fixed', 'direction': '268', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,0,0.5,4th Cross Road,Bengaluru
street_lamp,12.9782581,77.6391437,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783606,77.6391424,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,4,0.46,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.980265,77.6392413,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9791082,77.6383587,"{'highway': 'street_lamp', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,1,0.64,11th Cross,Bengaluru
street_lamp,12.9822993,77.6405573,"{'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,0,0.7,100 Feet Road,Bengaluru
street_lamp,12.9813984,77.6406206,"{'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'obstructed'}",10,0,0,4,0.46,100 Feet Road,Bengaluru
street_lamp,12.9809205,77.640629,"{'direction': '86', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,1,0.64,100 Feet Road,Bangalore
street_lamp,12.9802563,77.6406954,"{'direction': '86', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,4,0.46,100 Feet Road,Bengaluru
street_lamp,12.9802775,77.6408885,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'obstructed': 'partially', 'support': 'pole'}",10,0,0,4,0.46,100 Feet Road,Bengaluru
street_lamp,12.979938,77.6409092,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'obstructed': 'partially', 'support': 'pole'}",10,0,0,3,0.52,1st Cross Road,Bengaluru
street_lamp,12.9788287,77.6409437,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'obstructed': 'partially', 'support': 'pole'}",10,0,0,3,0.52,100 Feet Road,Bengaluru
street_lamp,12.9783688,77.6405388,"{'direction': '176', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,,Bengaluru
street_lamp,12.9783695,77.6405373,"{'direction': '2', 'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,,Bengaluru
street_lamp,12.9808756,77.6392154,"{'highway': 'street_lamp', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,9th Cross Road,Bengaluru
street_lamp,12.980027,77.6383419,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,11th Cross Road,Bengaluru
street_lamp,12.9782323,77.6382006,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,0,0.7,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783301,77.6382007,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782431,77.6380374,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783211,77.6380335,"{'highway': 'street_lamp', 'lamp_mount': 'ceiling', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9796996,77.6401845,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,4,0.46,6th Cross Road,Bengaluru
street_lamp,12.9808792,77.6401996,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9788529,77.6371388,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,12th A Cross,Bengaluru
street_lamp,12.9815538,77.639408,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,1,0.64,8th Cross Road - Zain Burj,Bengaluru
street_lamp,12.9799844,77.6392589,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,1,0.64,,Bengaluru
street_lamp,12.9824173,77.6388117,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,100 Feet Road,Bengaluru
surveillance,12.9800086,77.6392632,"{'camera:direction': '268', 'camera:mount': 'pole', 'camera:type': 'fixed', 'direction': '267', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,3,0.32,,Bengaluru
street_lamp,12.9789807,77.6402098,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,1,0.64,6th Cross Road,Bengaluru
street_lamp,12.9791724,77.6402076,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,1,0.64,6th Cross Road,Bengaluru
street_lamp,12.9815132,77.6392045,"{'direction': '268', 'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,3rd Main Road,Bengaluru
street_lamp,12.981547,77.6394209,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,8th Cross Road - Zain Burj,Bengaluru
street_lamp,12.9815649,77.6396447,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9811287,77.6392002,"{'direction': '263', 'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,4,0.46,9th Cross Road,Bengaluru
street_lamp,12.9817774,77.6401053,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,3,0.52,6th Cross,Bangalore
street_lamp,12.9806941,77.6406596,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'fully_obstructed'}",10,0,0,3,0.52,100 Feet Road,Bengaluru
street_lamp,12.9800871,77.6407062,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'fully_obstructed'}",10,0,0,1,0.64,100 Feet Road,Bengaluru
street_lamp,12.9803632,77.6392424,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor'}",10,0,0,0,0.7,,Bengaluru
street_lamp,12.9802902,77.6397037,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,7th Cross Road,Bengaluru
street_lamp,12.9804928,77.6396802,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,3,0.52,7th Cross Road,Bengaluru
street_lamp,12.9807304,77.639681,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,3,0.52,,Bengaluru
street_lamp,12.9807374,77.6394517,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,4th Main Road,Bengaluru
street_lamp,12.979999,77.6388139,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,5th Main Road,Bengaluru
street_lamp,12.9796568,77.6407415,"{'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,100 Feet Road,Bengaluru
street_lamp,12.9793833,77.6407471,"{'highway': 'street_lamp', 'lamp_mount': 'high_mast', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,0,0.7,100 Feet Road,Bengaluru
street_lamp,12.9787907,77.6388731,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'obstructed'}",10,0,0,0,0.7,10th Cross Road,Bengaluru
street_lamp,12.9799635,77.6380703,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'partially_obstructed'}",10,0,0,3,0.52,12th Cross,Bengaluru
street_lamp,12.9822471,77.6400921,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,2nd Main Road,Bengaluru
street_lamp,12.9782393,77.6395556,"{'direction': '178', 'highway': 'street_lamp', 'lamp_type': 'LED', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9782434,77.6396845,"{'direction': '179', 'highway': 'street_lamp', 'lamp_type': 'LED', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.978368,77.6379823,"{'direction': '177', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,1,0.64,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9783705,77.6379816,"{'direction': '267', 'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.982235,77.6396374,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,7th Cross Road,Bengaluru
street_lamp,12.9821847,77.6394197,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,0,0.7,8th Cross Road - Zain Burj,Bengaluru
street_lamp,12.9820651,77.6394225,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,8th Cross Road - Zain Burj,Bengaluru
street_lamp,12.981939,77.6394359,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9817892,77.6394409,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,2,0.58,8th Cross Road - Zain Burj,Bengaluru
street_lamp,12.9782628,77.6388658,"{'highway': 'street_lamp', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,1,0.64,4th Cross Road,Bengaluru
street_lamp,12.9783535,77.6388646,"{'highway': 'street_lamp', 'lamp_type': 'led', 'support': 'ceiling', 'visibility': 'clear'}",10,0,0,2,0.58,Chinmaya Mission Hospital Road,Bengaluru
street_lamp,12.9798787,77.6407265,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'visible'}",10,0,0,3,0.52,5th Main Road,Bengaluru
street_lamp,12.9796767,77.6372779,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,2,0.58,12th A Cross,Bengaluru
street_lamp,12.9796876,77.6397255,"{'highway': 'street_lamp', 'lamp_type': 'sodium_vapor', 'support': 'pole', 'visibility': 'clear'}",10,0,0,0,0.7,,Bengaluru
